group_id;timestamp;paddockNames;lat;long;model_ref;Nmin [kg/ha];NO3-N [kg/ha];N total [%];P [mg/100g];K (beta) [mg/100g];Moisture [%];pH ;SOC [%];SOM [%];C/N Ratio ;Mg [mg/100g];Soil Temperature [øC];Air Temperature [øC];Humidity [%];Air Pressure [hPa];Volatile organic compounds [ohm];Soil texture class 
297-PGF-20221109-1;2022-11-09T10:07:42.000Z;Kassow_107;53.8677969;12.075;a51003b9-c769-417c-ab66-db562e2fb587;83;71;0,08;9,4;10,1;11,07;6,54;1,11;1,91;13,49;8,1;12,76;16,59;61,91;1005;114879;2
297-PGF-20221109-2;2022-11-09T10:12:44.000Z;Kassow_107;53.8674176;12.0755219;a51003b9-c769-417c-ab66-db562e2fb587;55;41;0,07;7,9;9,7;11,66;6,39;0,9;1,56;13,13;7,4;10,9;16,54;62,7;1005;117936;2
297-PGF-20221109-3;2022-11-09T10:17:18.000Z;Kassow_107;53.8671009;12.0760915;a51003b9-c769-417c-ab66-db562e2fb587;53;50;0,07;6,2;11;12,15;6,46;0,98;1,68;14,44;7;11,11;16,52;63;1005;120838;2
297-PGF-20221109-4;2022-11-09T10:22:03.000Z;Kassow_107;53.8668308;12.0766877;a51003b9-c769-417c-ab66-db562e2fb587;63;53;0,09;9,7;12,5;11,22;6,58;1,12;1,93;12,72;7,8;11,29;16,61;61,82;1005;124499;2
297-PGF-20221109-6;2022-11-09T10:31:08.000Z;Kassow_107;53.8670788;12.0773331;a51003b9-c769-417c-ab66-db562e2fb587;67;41;0,07;6,8;11,2;9,52;6,53;0,82;1,41;11,85;6,7;11,65;16,66;62,5;1005;126342;2
297-PGF-20221109-5;2022-11-09T10:25:50.000Z;Kassow_107;53.8664572;12.0771724;a51003b9-c769-417c-ab66-db562e2fb587;58;58;0,08;8,1;9;11,13;6,27;0,9;1,54;10,63;7,2;11,46;16,7;62,31;1005;124396;2
297-PGF-20221109-11;2022-11-09T10:55:55.000Z;Kassow_107;53.867704;12.0772018;a51003b9-c769-417c-ab66-db562e2fb587;56;55;0,08;7,2;9;10,72;6,44;0,8;1,38;10,49;5,2;11,35;16,46;62,22;1005;130234;2
297-PGF-20221109-12;2022-11-09T11:00:20.000Z;Kassow_107;53.8674641;12.0778031;a51003b9-c769-417c-ab66-db562e2fb587;72;64;0,07;8,6;11,2;11,15;6,49;1,09;1,88;14,96;6;11,33;15,97;62,97;1005;131290;2
297-PGF-20221109-7;2022-11-09T10:35:52.000Z;Kassow_107;53.8673453;12.076994;a51003b9-c769-417c-ab66-db562e2fb587;57;45;0,08;7,5;11,1;12,11;6,42;1,02;1,75;13,24;6,6;11,43;16,73;61,72;1005;127466;2
297-PGF-20221109-8;2022-11-09T10:41:42.000Z;Kassow_107;53.8675805;12.0764067;a51003b9-c769-417c-ab66-db562e2fb587;65;50;0,08;7,3;9,5;10,66;6,34;0,86;1,49;10,65;5,8;11,35;17;62,09;1005;123969;2
297-PGF-20221109-10;2022-11-09T10:51:02.000Z;Kassow_107;53.8680279;12.0764679;a51003b9-c769-417c-ab66-db562e2fb587;57;41;0,09;7,4;9;12,13;6,38;1,07;1,85;12,48;5,3;11,57;16,91;60,82;1005;127023;2
297-PGF-20221109-9;2022-11-09T10:45:49.000Z;Kassow_107;53.8679013;12.0759004;a51003b9-c769-417c-ab66-db562e2fb587;57;46;0,07;7,7;9,2;12,08;6,46;0,85;1,47;12,12;5,9;11,64;17,62;60,01;1005;121730;2
297-PGF-20221109-18;2022-11-09T11:28:57.000Z;Kassow_107;53.8676983;12.0793411;a51003b9-c769-417c-ab66-db562e2fb587;56;28;0,08;7,9;10,1;12,12;6,36;1,11;1,91;13,13;6,1;11,38;16,53;65,69;1005;124611;2
297-PGF-20221109-19;2022-11-09T11:32:57.000Z;Kassow_107;53.8674157;12.0798868;a51003b9-c769-417c-ab66-db562e2fb587;78;50;0,12;7,8;9,8;13,53;6,21;1,28;2,21;10,54;7,3;11,28;16,41;64,44;1005;127456;2
297-PGF-20221109-20;2022-11-09T11:36:21.000Z;Kassow_107;53.867162;12.0804776;a51003b9-c769-417c-ab66-db562e2fb587;61;61;0,09;8,1;9,1;10,26;6,31;0,92;1,58;10,43;5,7;11,36;16,23;65,02;1005;129448;2
297-PGF-20221109-16;2022-11-09T11:17:28.000Z;Kassow_107;53.8675713;12.0749836;a51003b9-c769-417c-ab66-db562e2fb587;70;54;0,07;6,6;11,2;11,14;6,55;1,03;1,78;14,38;8;11,74;16,81;62,23;1005;126553;2
297-PGF-20221109-22;2022-11-09T11:42:57.000Z;Kassow_107;53.8672521;12.0816873;a51003b9-c769-417c-ab66-db562e2fb587;68;54;0,07;7,8;13;11,74;6,55;0,91;1,57;13,14;6,9;11,53;16,06;66,07;1005;127381;2
297-PGF-20221109-17;2022-11-09T11:25:27.000Z;Kassow_107;53.8679705;12.0788012;a51003b9-c769-417c-ab66-db562e2fb587;60;54;0,07;6,3;9,2;10,09;6,25;0,78;1,34;10,6;5,6;12,11;16,53;64,46;1005;127329;2
297-PGF-20221109-13;2022-11-09T11:04:46.000Z;Kassow_107;53.8668597;12.0779195;a51003b9-c769-417c-ab66-db562e2fb587;66;66;0,07;7,7;12,2;10,87;6,5;1,03;1,77;14,09;8;11,56;16,01;64,14;1005;127350;2
297-PGF-20221109-14;2022-11-09T11:09:05.000Z;Kassow_107;53.8665234;12.0766601;a51003b9-c769-417c-ab66-db562e2fb587;53;50;0,06;8,3;10,1;10,26;6,52;0,9;1,55;14,76;6,5;11,58;16,29;63,12;1005;130636;2
297-PGF-20221109-15;2022-11-09T11:12:40.000Z;Kassow_107;53.8668531;12.0761357;a51003b9-c769-417c-ab66-db562e2fb587;110;92;0,08;8;14,4;15,19;6,98;1,09;1,88;13,01;12,1;11,53;16,82;61,61;1005;129443;4
297-PGF-20221109-21;2022-11-09T11:39:21.000Z;Kassow_107;53.8669194;12.081107;a51003b9-c769-417c-ab66-db562e2fb587;50;42;0,06;7,2;9,6;10,76;6,38;0,9;1,54;14,05;6,6;11,4;16,1;65,23;1005;128869;2
297-PGF-20221109-24;2022-11-09T11:51:21.000Z;Kassow_107;53.8679368;12.0804176;a51003b9-c769-417c-ab66-db562e2fb587;45;40;0,05;7;8,8;10,81;6,38;0,83;1,43;17,24;4,9;11,58;15,91;66,21;1005;131209;2
297-PGF-20221109-23;2022-11-09T11:47:09.000Z;Kassow_107;53.867613;12.0810709;a51003b9-c769-417c-ab66-db562e2fb587;63;63;0,08;6,2;11,1;11,39;6,38;0,92;1,59;12,1;7;11,75;16,06;65,63;1005;131072;2
297-PGF-20221109-26;2022-11-09T11:59:54.000Z;Kassow_107;53.8685562;12.0792691;a51003b9-c769-417c-ab66-db562e2fb587;64;41;0,05;7,8;10,7;10,82;6,38;0,78;1,35;14,87;5,9;11,79;16,73;64,99;1005;129081;2
297-PGF-20221109-25;2022-11-09T11:55:20.000Z;Kassow_107;53.8682541;12.0797919;a51003b9-c769-417c-ab66-db562e2fb587;55;54;0,07;8;9,1;10,3;6,47;0,81;1,39;11,17;6,8;11,78;16,23;66,22;1005;131028;2
297-PGF-20221109-27;2022-11-09T12:03:18.000Z;Kassow_107;53.8689231;12.0800817;a51003b9-c769-417c-ab66-db562e2fb587;67;67;0,11;8,2;9,9;10,89;6,18;1,08;1,86;9,67;8,8;11,89;17,1;64,57;1005;125577;2
297-PGF-20221109-28;2022-11-09T12:06:32.000Z;Kassow_107;53.8686817;12.0805035;a51003b9-c769-417c-ab66-db562e2fb587;53;31;0,08;6,6;8,9;11,11;6,36;1,06;1,83;12,55;6;11,71;17,3;64,63;1005;126895;2
297-PGF-20221109-30;2022-11-09T12:14:39.000Z;Kassow_107;53.8681092;12.081566;a51003b9-c769-417c-ab66-db562e2fb587;47;47;0,07;7;8,5;9,83;6,29;0,86;1,48;12,16;5,6;11,54;16,72;63,49;1005;133449;2
297-PGF-20221109-29;2022-11-09T12:10:27.000Z;Kassow_107;53.8683692;12.0810284;a51003b9-c769-417c-ab66-db562e2fb587;54;54;0,07;8;11,2;11,45;6,48;0,88;1,51;12,51;6,7;11,94;17,27;62,94;1005;129210;2
297-PGF-20221109-31;2022-11-09T12:18:37.000Z;Kassow_107;53.8678482;12.0822831;a51003b9-c769-417c-ab66-db562e2fb587;55;37;0,05;5,7;8,4;10,89;6,4;0,89;1,53;16,32;4,3;11,58;16,43;65,1;1005;130360;2
297-PGF-20221109-32;2022-11-09T12:22:23.000Z;Kassow_107;53.868176;12.0828187;a51003b9-c769-417c-ab66-db562e2fb587;48;48;0,06;8,4;8,8;10,24;6,34;0,94;1,63;14,94;4,9;11,68;16,29;64,73;1005;132940;2
297-PGF-20221109-33;2022-11-09T12:26:51.000Z;Kassow_107;53.8685282;12.0819955;a51003b9-c769-417c-ab66-db562e2fb587;55;55;0,09;9;9,1;9,94;6,41;0,93;1,6;9,93;5,4;11,93;16,18;64,48;1005;135534;2
297-PGF-20221109-34;2022-11-09T12:31:02.000Z;Kassow_107;53.868898;12.0813031;a51003b9-c769-417c-ab66-db562e2fb587;68;55;0,08;7,6;11,1;12,63;6,43;0,92;1,58;11,15;7,1;11,65;16,17;65,96;1005;131972;2
297-PGF-20221109-35;2022-11-09T12:36:43.000Z;Kassow_107;53.869211;12.0805694;a51003b9-c769-417c-ab66-db562e2fb587;59;54;0,07;6,7;9,6;11,64;6,32;0,86;1,48;12,84;6,6;11,35;16,1;64,43;1005;138893;2
297-PGF-20221209-1;2022-12-09T11:14:12.000Z;Kassow_107;53.8676351;12.0746653;a51003b9-c769-417c-ab66-db562e2fb587;45;32;0,08;12,1;12,9;15,9;6,64;1,33;2,3;16,62;7;1,68;5,02;59,16;1005;274807;2
297-PGF-20221209-2;2022-12-09T11:22:57.000Z;Kassow_107;53.8674938;12.0749245;a51003b9-c769-417c-ab66-db562e2fb587;73;73;0,1;6,2;15,3;16,94;6,66;1,24;2,13;12,82;7,5;1,36;2,72;65,67;1005;288419;2
297-PGF-20221209-3;2022-12-09T11:28:57.000Z;Kassow_107;53.8672257;12.0753342;a51003b9-c769-417c-ab66-db562e2fb587;71;71;0,09;8,5;13;15,2;6,4;1,07;1,84;11,78;6,3;0,89;2,16;68,47;1005;289213;2
297-PGF-20221209-5;2022-12-09T11:34:37.000Z;Kassow_107;53.866942;12.0759553;a51003b9-c769-417c-ab66-db562e2fb587;46;46;0,1;5,6;17;18,95;6,93;1,1;1,9;11,02;9,1;0,39;1,72;71,23;1005;290900;4
297-PGF-20221209-6;2022-12-09T11:36:23.000Z;Kassow_107;53.8667223;12.0763356;a51003b9-c769-417c-ab66-db562e2fb587;48;48;0,1;4,6;17;19,27;6,99;1,25;2,15;12,87;10,6;0,83;1,6;71,6;1005;293712;4
297-PGF-20221209-4;2022-12-09T11:31:21.000Z;Kassow_107;53.867075;12.0756537;a51003b9-c769-417c-ab66-db562e2fb587;78;78;0,07;6,7;11;14,59;6,48;0,95;1,64;13,39;5,6;0,6;1,78;70,33;1005;286774;2
297-PGF-20221209-8;2022-12-09T11:43:34.000Z;Kassow_107;53.8665035;12.0773243;a51003b9-c769-417c-ab66-db562e2fb587;89;89;0,1;6,2;13,7;16,89;6,52;1,16;2;11,57;7,4;1,21;1,19;73,4;1005;292851;2
297-PGF-20221209-7;2022-12-09T11:39:13.000Z;Kassow_107;53.8665;12.0768613;a51003b9-c769-417c-ab66-db562e2fb587;78;78;0,09;7,1;15,2;16,76;6,72;1,05;1,81;11,6;6,7;0,94;1,32;72,32;1005;295284;2
297-PGF-20221209-9;2022-12-09T11:47:44.000Z;Kassow_107;53.8666967;12.0771729;a51003b9-c769-417c-ab66-db562e2fb587;93;93;0,1;4,8;14,4;17,05;6,11;1,22;2,1;12,44;8,5;0,96;1,13;74,3;1005;290052;2
297-PGF-20221209-10;2022-12-09T11:50:53.000Z;Kassow_107;53.8668568;12.0768297;a51003b9-c769-417c-ab66-db562e2fb587;75;75;0,11;5,8;14,8;17,73;6,71;1,1;1,89;9,63;8,6;0,92;0,93;74,79;1005;295696;2
297-PGF-20221209-11;2022-12-09T11:54:07.000Z;Kassow_107;53.8670188;12.0765577;a51003b9-c769-417c-ab66-db562e2fb587;57;57;0,11;6,4;16,4;18,47;7,08;1,19;2,06;10,88;9,4;0,99;0,83;75,26;1005;297797;4
297-PGF-20221209-12;2022-12-09T11:56:52.000Z;Kassow_107;53.8671795;12.0763009;a51003b9-c769-417c-ab66-db562e2fb587;82;82;0,08;5;13,7;16,48;6,53;1,1;1,89;13,04;7;0,47;0,73;75,51;1005;297861;2
297-PGF-20221209-13;2022-12-09T11:59:57.000Z;Kassow_107;53.8673233;12.0760594;a51003b9-c769-417c-ab66-db562e2fb587;69;69;0,09;5,6;15;18,11;6,57;1,1;1,9;12,22;7,5;0,83;0,7;76;1005;296967;2
297-PGF-20221209-14;2022-12-09T12:04:15.000Z;Kassow_107;53.8675888;12.0758138;a51003b9-c769-417c-ab66-db562e2fb587;84;84;0,08;5,2;12,7;15,8;6,31;1,11;1,92;13,54;8,1;1,29;0,44;76,8;1005;290624;2
297-PGF-20221209-15;2022-12-09T12:10:03.000Z;Kassow_107;53.8677958;12.0755089;a51003b9-c769-417c-ab66-db562e2fb587;72;72;0,11;7,1;15,2;18,02;6,87;1,01;1,75;9,16;7,5;1,21;0,24;77,74;1005;290087;2
297-PGF-20221209-16;2022-12-09T12:12:42.000Z;Kassow_107;53.8680265;12.0755798;a51003b9-c769-417c-ab66-db562e2fb587;74;74;0,08;4,6;12;16,87;6,57;0,91;1,57;11,41;8;0,5;0,13;78,4;1005;288725;2
297-PGF-20221209-17;2022-12-09T12:17:23.000Z;Kassow_107;53.867884;12.0758795;a51003b9-c769-417c-ab66-db562e2fb587;84;84;0,09;3,9;12;16,58;6,56;0,9;1,55;10,46;7,5;0,96;0,02;79,39;1005;288496;2
297-PGF-20221209-18;2022-12-09T12:20:36.000Z;Kassow_107;53.8675876;12.0762713;a51003b9-c769-417c-ab66-db562e2fb587;84;84;0,09;5,6;13,9;15,73;6,58;1,03;1,77;11,73;7,7;0,18;0,05;79,43;1005;292290;2
297-PGF-20221209-19;2022-12-09T12:25:37.000Z;Kassow_107;53.867305;12.0765907;a51003b9-c769-417c-ab66-db562e2fb587;97;97;0,1;6,4;14,3;16,41;6,38;0,99;1,71;10,05;6,5;0,75;-0,2;78,9;1005;296719;2
297-PGF-20221209-20;2022-12-09T12:28:21.000Z;Kassow_107;53.8670745;12.0769487;a51003b9-c769-417c-ab66-db562e2fb587;96;96;0,08;4,6;11,5;16,01;6,26;1,02;1,76;12,11;7,3;0,47;-0,3;78,91;1005;305077;2
297-PGF-20221209-21;2022-12-09T12:31:24.000Z;Kassow_107;53.8668752;12.0772471;a51003b9-c769-417c-ab66-db562e2fb587;84;84;0,08;6,6;11,7;15,27;6,5;0,96;1,66;11,81;6,4;0,44;-0,23;78,72;1005;302245;2
297-PGF-20221209-22;2022-12-09T12:35:08.000Z;Kassow_107;53.8666816;12.0777627;a51003b9-c769-417c-ab66-db562e2fb587;89;89;0,07;4,1;12,2;16,28;6,19;1,05;1,81;14,83;7,2;0,58;-0,1;78,97;1005;294887;2
297-PGF-20221209-23;2022-12-09T12:39:14.000Z;Kassow_107;53.8670298;12.0775982;a51003b9-c769-417c-ab66-db562e2fb587;72;72;0,12;4,3;15,2;18,83;6,9;0,98;1,69;8,3;8,3;0,54;-0,09;79,21;1005;297791;3
297-PGF-20221209-24;2022-12-09T12:59:56.000Z;Kassow_107;53.8672577;12.0772632;a51003b9-c769-417c-ab66-db562e2fb587;66;66;0,12;4,3;15,5;19,31;6,87;1,22;2,1;10,37;8,7;0,75;-0,13;79,19;1005;293079;3
297-PGF-20221209-25;2022-12-09T13:03:33.000Z;Kassow_107;53.8674974;12.0769811;a51003b9-c769-417c-ab66-db562e2fb587;94;94;0,08;5,3;14,1;16,16;6,42;1,12;1,93;13,16;9,3;-0,01;-0,2;83,42;1005;257794;2
297-PGF-20221209-26;2022-12-09T13:07:58.000Z;Kassow_107;53.8677039;12.07666;a51003b9-c769-417c-ab66-db562e2fb587;74;74;0,1;4,4;13,9;18,29;6,44;1,02;1,76;9,96;7,4;0,36;-0,17;88,06;1005;238016;2
297-PGF-20221209-27;2022-12-09T13:11:56.000Z;Kassow_107;53.8679359;12.076166;a51003b9-c769-417c-ab66-db562e2fb587;87;87;0,1;4,9;13,8;16,57;6,46;1,1;1,89;11,27;7,3;0,47;-0,2;89,18;1005;237036;2
297-PGF-20221209-28;2022-12-09T13:18:24.000Z;Kassow_107;53.8681546;12.0763024;a51003b9-c769-417c-ab66-db562e2fb587;98;98;0,1;5,9;14,2;16,71;6,62;1,07;1,84;11,23;6,9;0,65;-0,17;89,62;1005;241853;2
297-PGF-20221209-29;2022-12-09T13:22:44.000Z;Kassow_107;53.8679124;12.076697;a51003b9-c769-417c-ab66-db562e2fb587;84;84;0,1;6,1;13,3;18,25;6,33;1,22;2,11;12,79;9,1;0,75;-0,34;89,39;1005;247072;2
297-PGF-20221209-30;2022-12-09T13:28:12.000Z;Kassow_107;53.8677177;12.0769669;a51003b9-c769-417c-ab66-db562e2fb587;88;88;0,09;5,4;12,5;15,75;6,2;1,19;2,05;12,85;7,6;0,42;-0,41;89,5;1005;248697;2
297-PGF-20221209-31;2022-12-09T13:34:06.000Z;Kassow_107;53.8674785;12.0772815;a51003b9-c769-417c-ab66-db562e2fb587;79;79;0,09;4,3;13,2;16,37;6,52;1,03;1,78;11,41;7,6;0,86;-0,47;90,32;1005;252062;2
297-PGF-20221209-32;2022-12-09T13:36:58.000Z;Kassow_107;53.8672506;12.0776171;a51003b9-c769-417c-ab66-db562e2fb587;56;56;0,1;5,8;17,4;19,2;6,97;1,28;2,21;12,27;8,9;0;-0,59;90,06;1005;253798;4
297-PGF-20221209-33;2022-12-09T13:44:27.000Z;Kassow_107;53.8675119;12.0778485;a51003b9-c769-417c-ab66-db562e2fb587;91;91;0,08;4;12,9;16,05;6,41;1,05;1,82;13,26;7;0,88;-0,78;89,32;1005;253150;2
297-PGF-20221209-34;2022-12-09T13:47:06.000Z;Kassow_107;53.8677613;12.0774104;a51003b9-c769-417c-ab66-db562e2fb587;86;86;0,09;4,8;12,2;16,97;6,64;0,96;1,65;10,36;6,7;0,93;-0,7;89,67;1005;259176;2
297-PGF-20221209-35;2022-12-09T13:49:47.000Z;Kassow_107;53.8679498;12.0770126;a51003b9-c769-417c-ab66-db562e2fb587;101;101;0,07;6,5;11,6;14,73;6,3;1,06;1,83;14,41;6,9;0,89;-0,76;89,16;1005;250379;2
297-PGF-20221209-36;2022-12-09T13:52:32.000Z;Kassow_107;53.8681732;12.0766932;a51003b9-c769-417c-ab66-db562e2fb587;86;86;0,1;5;13,1;16,09;6,54;1,1;1,9;11,4;6,8;0,88;-0,7;88,76;1005;261500;2
297-PGF-20221209-37;2022-12-09T13:58:15.000Z;Kassow_107;53.8680851;12.0787108;a51003b9-c769-417c-ab66-db562e2fb587;102;102;0,09;6,8;13,2;16,18;6,5;1,06;1,84;11,48;6,8;1,01;-0,79;89,08;1005;261490;2
297-PGF-20221209-38;2022-12-09T14:06:22.000Z;Kassow_107;53.867789;12.0792697;a51003b9-c769-417c-ab66-db562e2fb587;92;92;0,09;4,7;12,9;17,72;6,4;1,02;1,75;11,19;7;0,76;-0,77;88,81;1005;261666;2
297-PGF-20221209-39;2022-12-09T14:10:17.000Z;Kassow_107;53.8675109;12.0798167;a51003b9-c769-417c-ab66-db562e2fb587;88;88;0,11;7,1;13,5;17,51;6,54;1,12;1,93;10,21;7,9;1,17;-0,83;87,97;1005;250197;2
297-PGF-20221209-41;2022-12-09T14:17:22.000Z;Kassow_107;53.8669795;12.0806547;a51003b9-c769-417c-ab66-db562e2fb587;91;91;0,11;3,3;13,8;17,51;6,5;1,04;1,8;9,29;9,4;0,19;-0,81;87,97;1005;283824;2
297-PGF-20221209-40;2022-12-09T14:14:23.000Z;Kassow_107;53.867267;12.0801837;a51003b9-c769-417c-ab66-db562e2fb587;88;88;0,1;4,2;13,2;16,33;6,37;1,12;1,93;11,55;7,7;0,78;-0,8;88,71;1005;279352;2
297-PGF-20221209-42;2022-12-09T14:20:22.000Z;Kassow_107;53.8670849;12.081101;a51003b9-c769-417c-ab66-db562e2fb587;91;91;0,1;5,5;13;17,33;6,54;1,13;1,96;11,6;7,4;0,74;-0,89;87,8;1005;281213;2
297-PGF-20221209-43;2022-12-09T14:22:54.000Z;Kassow_107;53.8673123;12.0808037;a51003b9-c769-417c-ab66-db562e2fb587;83;83;0,09;6,3;12,1;15,45;6,51;1,09;1,88;12,23;6,9;0,82;-0,87;87,51;1005;273111;2
297-PGF-20221209-46;2022-12-09T14:34:01.000Z;Kassow_107;53.8682317;12.0796859;a51003b9-c769-417c-ab66-db562e2fb587;82;82;0,1;4,1;13,2;18,39;6,52;1,07;1,85;10,71;6,6;0,81;-0,8;87,84;1005;277636;2
297-PGF-20221209-44;2022-12-09T14:25:52.000Z;Kassow_107;53.8676192;12.080381;a51003b9-c769-417c-ab66-db562e2fb587;99;99;0,11;9,5;13,3;18,19;6,6;1,2;2,07;10,77;7,1;0,75;-0,87;87,78;1005;275077;2
297-PGF-20221209-45;2022-12-09T14:31:07.000Z;Kassow_107;53.8679179;12.0800136;a51003b9-c769-417c-ab66-db562e2fb587;72;72;0,11;7;13,4;18,53;6,78;1,17;2,03;10,45;7,3;0,94;-0,8;87,91;1005;286503;2
297-PGF-20221209-47;2022-12-09T14:37:39.000Z;Kassow_107;53.868482;12.0796288;a51003b9-c769-417c-ab66-db562e2fb587;83;83;0,11;4,4;13,7;17,65;6,61;1,06;1,83;9,62;8,5;1,1;-0,8;88,08;1005;259609;2
297-PGF-20221209-48;2022-12-09T14:40:40.000Z;Kassow_107;53.8687835;12.0800027;a51003b9-c769-417c-ab66-db562e2fb587;85;85;0,1;5,7;11,3;15,92;6,46;1,18;2,04;12,34;8;1,01;-0,81;87,81;1005;274358;2
297-PGF-20221209-49;2022-12-09T14:43:40.000Z;Kassow_107;53.8690455;12.0803935;a51003b9-c769-417c-ab66-db562e2fb587;75;75;0,1;4,1;11,8;16,07;6,31;1,22;2,11;12,09;7,4;0,92;-0,7;88,34;1005;267629;2
297-PGF-20221209-50;2022-12-09T14:46:52.000Z;Kassow_107;53.8691464;12.0810064;a51003b9-c769-417c-ab66-db562e2fb587;79;79;0,1;5,9;14;17,27;6,6;1,13;1,95;10,87;7,4;0,99;-0,71;88,26;1005;275380;2
